GEOID,new_basic,new_retail,new_service,new_oneperson_hh,new_twoperson_hh,new_total_tract_population,new_total_housing_units,new_hh_income_low,new_hh_income_mid,new_hh_income_high,new_nocar,increase_population_totract,existing_building_SF,max_building_SF,existing_zone_hh,increase_zone_households,new_zone_hh,existing_zone_population,new_zone_population,avg_hhsize_existing,nocar_perc,nocar,population,housing_units,hh_income_low_perc,hh_income_mid_perc,hh_income_high_perc,hh_income_low,hh_income_mid,hh_income_high,hh_total,oneperson_perc,twoperson_perc,oneperson_hh,twoperson_hh,geometry
08001008200,2626.650347,238.5467701,1060.940055,610.81,1446.49,8666.76,2057.3,279.4,897.52,880.38,117.3,2090.76,3060148.6,3556448.63,3060.15,496.3,3556.45,12891.44,14982.19,4.21,0.06,89,6576,1561,0.14,0.44,0.43,212,681,668,1561,0.3,0.7,182,431,"list(list(c(-104.856523, -104.837588, -104.832961, -104.833009, -104.828323, -104.82811, -104.827927, -104.819333, -104.819431, -104.825852, -104.826697, -104.829058, -104.833039, -104.833049, -104.846824, -104.84694, -104.84823, -104.85122, -104.856431, -104.856631, -104.856523, 39.768391, 39.766873, 39.766195, 39.769177, 39.769156, 39.767655, 39.764201, 39.761912, 39.75111, 39.75112, 39.750802, 39.751293, 39.751483, 39.754879, 39.754888, 39.754687, 39.756485, 39.756982, 39.758387, 39.760286, 39.768391
08031000702,136.6571161,225.0823088,3074.785111,4108.64,3306.83,19288.75,7415.47,2321.36,2969.77,2124.33,1739.13,9690.75,9918938,14878407,9918.94,4959.47,14878.41,19381.51,29072.26,1.95,0.23,576,4799,2456,0.31,0.4,0.29,648,829,593,2070,0.55,0.45,825,664,"list(list(c(-105.039324, -105.039308, -105.035765, -105.035771, -105.034933, -105.031511, -105.025213, -105.025219, -105.025075, -105.025236, -105.026007, -105.032161, -105.03461, -105.036848, -105.0393, -105.039311, -105.039326, -105.039324, 39.741526, 39.743953, 39.74395, 39.746378, 39.746385, 39.746374, 39.746363, 39.74273, 39.738011, 39.736565, 39.736187, 39.734973, 39.735952, 39.734314, 39.734344, 39.73847, 39.740342, 39.741526)))"
08031000903,68.65515363,115.0983458,300.8711144,1097.73,981.11,6079.01,2078.84,576.35,1145.01,357.47,149.43,58.01,39674.58,59511.87,39.67,19.84,59.51,116.02,174.03,2.92,0.07,148,6021,2059,0.28,0.55,0.17,524,1041,325,1890,0.53,0.47,433,387,"list(list(c(-105.039716, -105.03945, -105.039454, -105.032484, -105.025135, -105.025102, -105.025078, -105.025087, -105.025092, -105.032455, -105.039697, -105.0397, -105.039701, -105.039716, 39.72133, 39.722949, 39.725707, 39.725622, 39.725542, 39.720269, 39.71664, 39.714824, 39.711174, 39.711209, 39.71125, 39.714963, 39.719735, 39.72133)))"
08031000904,68.42243597,119.1874691,143.466398,1572.4,902.31,12322.66,2474.71,993.18,1018.55,462.98,549.27,1156.66,849422.42,1274133.63,849.42,424.71,1274.13,2313.33,3469.99,2.72,0.22,455,5583,2050,0.4,0.41,0.19,783,803,365,1951,0.64,0.36,711,408,"list(list(c(-105.055591, -105.055567, -105.053228, -105.049868, -105.045537, -105.04205, -105.0393, -105.039384, -105.039471, -105.039468, -105.039454, -105.043984, -105.046267, -105.048501, -105.053253, -105.053253, -105.053227, -105.055588, -105.055591, 39.734508, 39.734977, 39.734965, 39.735277, 39.734846, 39.73505, 39.734344, 39.732994, 39.730622, 39.728256, 39.725707, 39.725719, 39.725728, 39.725805, 39.7258, 39.725828, 39.73311, 39.733105, 39.734508)))"
08031001101,269.8988164,15.87640097,965.5738406,496.27,1085.6,3585.18,1581.87,372.39,615.26,594.21,80.83,1101.18,971735.25,1457602.88,971.74,485.87,1457.6,2202.36,3303.55,2.27,0.05,56,2484,1096,0.24,0.39,0.38,230,380,367,977,0.31,0.69,224,490,"list(list(c(-105.011221, -105.01118, -105.006433, -105.004178, -104.998194, -104.99821, -104.998203, -105.004137, -105.011202, -105.011221, 39.772914, 39.776554, 39.776537, 39.776556, 39.776547, 39.772977, 39.769296, 39.769287, 39.769286, 39.772914)))"
08031001102,1221.899715,484.5290706,2788.308664,1409.34,1122.1,4834.21,2531.44,336.23,685.4,1509.81,147.07,35.21,36871.5,55307.25,36.87,18.44,55.31,70.41,105.62,1.91,0.06,146,4799,2513,0.13,0.27,0.6,312,636,1401,2349,0.56,0.44,1050,836,"list(list(c(-105.012692, -105.008965, -105.011008, -105.011185, -105.0112, -105.011202, -105.004137, -104.998203, -104.998355, -105.000024, -105.002911, -105.004115, -105.007719, -105.008186, -105.009489, -105.011707, -105.012692, 39.755368, 39.758085, 39.759643, 39.762037, 39.765639, 39.769286, 39.769287, 39.769296, 39.762093, 39.761391, 39.760591, 39.759701, 39.755264, 39.754791, 39.753926, 39.755009, 39.755368)))"
08031001301,45.22478798,230.2352843,630.0635235,612.64,1207.66,5405.39,1820.3,340.73,859.04,620.53,197.34,146.39,98597.54,147896.31,98.6,49.3,147.9,292.79,439.18,2.97,0.11,192,5259,1771,0.19,0.47,0.34,330,832,601,1763,0.34,0.66,313,617,"list(list(c(-105.025099, -105.025082, -105.025078, -105.025092, -105.0157, -105.011009, -105.010983, -105.011033, -105.012139, -105.012621, -105.012707, -105.01569, -105.025059, -105.02508, -105.025084, -105.025099, 39.704912, 39.707512, 39.707654, 39.711174, 39.71119, 39.711189, 39.703972, 39.701372, 39.699143, 39.698316, 39.696747, 39.696762, 39.696746, 39.700411, 39.703947, 39.704912)))"
08031001401,6116.24474,2110.839769,7491.750983,1928.4,1238.19,27687.47,3166.6,1110.14,1145.34,911.13,523.57,2083.47,1904025.62,2681625.03,1904.03,777.6,2681.63,5101.58,7185.05,2.68,0.17,395,6401,2389,0.35,0.36,0.29,820,846,673,2339,0.61,0.39,922,592,"list(list(c(-105.025059, -105.01569, -105.012707, -105.006595, -104.992384, -104.993915, -104.994836, -104.999501, -104.999755, -105.002745, -105.006864, -105.01176, -105.015708, -105.025057, -105.025064, -105.025059, 39.696746, 39.696762, 39.696747, 39.696724, 39.69666, 39.69293, 39.692048, 39.68971, 39.689116, 39.689446, 39.689468, 39.689495, 39.689513, 39.689485, 39.693108, 39.696746)))"
08031001403,4278.362685,849.7973945,3567.050792,922.06,959.27,6361.94,1881.33,273.32,848.37,759.63,131.79,297.94,336652.52,504978.78,336.65,168.33,504.98,595.87,893.81,1.77,0.07,120,3032,1713,0.15,0.45,0.4,231,717,642,1590,0.49,0.51,669,696,"list(list(c(-105.001844, -104.999111, -104.997865, -104.997982, -104.998728, -105.001425, -105.001409, -104.999755, -104.999501, -104.994836, -104.993915, -104.992384, -104.987431, -104.987513, -104.987567, -104.987572, -104.991132, -104.999906, -105.001844, 39.66768, 39.668896, 39.672284, 39.67847, 39.680268, 39.682487, 39.683223, 39.689116, 39.68971, 39.692048, 39.69293, 39.69666, 39.696633, 39.687573, 39.678518, 39.667682, 39.667674, 39.667884, 39.66768)))"
08031001600,2670.216698,743.9293682,11860.89269,4300.73,3645.79,14413.34,7946.52,1144.86,2438.45,4363.21,535.21,2052.34,2263041,3394561.5,2263.04,1131.52,3394.56,4104.69,6157.03,1.81,0.07,459,12361,6815,0.14,0.31,0.55,916,1951,3491,6358,0.54,0.46,3060,2594,"list(list(c(-105.000024, -104.998355, -104.995506, -104.991971, -104.984805, -104.978523, -104.978415, -104.971915, -104.973347, -104.973343, -104.973338, -104.973319, -104.97334, -104.973925, -104.977027, -104.981854, -104.985476, -104.987383, -104.987397, -104.99169, -104.994272, -104.995989, -104.99983, -105.002911, -105.000024, 39.761391, 39.762093, 39.762989, 39.765542, 39.767446, 39.775124, 39.775306, 39.7703, 39.769187, 39.768163, 39.767919, 39.765764, 39.762046, 39.762034, 39.759603, 39.755866, 
39.753051, 39.75158, 39.748911, 39.752288, 39.754334, 39.755629, 39.758671, 39.760591, 39.761391)))"
08031001800,762.1359496,540.0411176,23986.24185,1355.71,1140.7,8346.09,2496.41,885.28,773.4,837.73,579.28,1206.09,2045085,2675494.5,2045.09,630.41,2675.49,3912.62,5118.71,1.91,0.23,433,3570,1866,0.35,0.31,0.34,633,553,599,1785,0.54,0.46,826,695,"list(list(c(-105.000158, -105.000146, -104.998567, -104.993847, -104.990242, -104.987423, -104.987435, -104.99089, -104.992157, -105.000148, -105.000169, -105.000158, 39.733688, 39.740206, 39.740193, 39.73373, 39.728865, 39.726943, 39.725637, 39.725663, 39.725668, 39.725707, 39.726481, 39.733688)))"
08031002100,4554.70878,1321.787724,4708.405027,1868.38,1623.18,6961.91,3491.56,547.94,1148.54,1795.08,450.49,393.91,1317036,1514591.4,1317.04,197.56,1514.59,2626.08,3019.99,1.99,0.13,425,6568,3294,0.16,0.33,0.51,489,1025,1602,3116,0.54,0.46,1303,1132,"list(list(c(-105.015768, -105.00966, -105.009184, -105.007488, -105.006616, -105.005976, -105.006336, -105.003672, -105.001609, -105.000169, -105.000148, -104.992157, -104.99089, -104.987435, -104.987497, -104.987525, -104.987575, -104.987623, -104.987488, -104.987431, -104.992384, -104.992492, -104.997805, -105.000143, -105.001754, -105.003369, -105.006676, -105.009216, -105.012057, -105.01573, -105.015768, 39.725502, 39.725784, 39.725655, 39.725617, 39.725517, 39.725603, 39.725782, 39.725767, 39.725758, 
39.726481, 39.725707, 39.725668, 39.725663, 39.725637, 39.718358, 39.714779, 39.711157, 39.707535, 39.70388, 39.696633, 39.69666, 39.699352, 39.705845, 39.711202, 39.714688, 39.7165, 39.718578, 39.721183, 39.722234, 39.724463, 39.725502)))"
08031002402,58.42247788,354.8624582,917.4492822,466.79,645.8,4401.16,1112.59,238.23,318.06,556.3,212.97,333.16,313181,469771.5,313.18,156.59,469.77,666.33,999.49,2.13,0.19,183,2034,956,0.21,0.29,0.5,188,251,439,878,0.42,0.58,279,386,"list(list(c(-104.97812, -104.978151, -104.978118, -104.973359, -104.973357, -104.973339, -104.973383, -104.978177, -104.97812, 39.750735, 39.75324, 39.754571, 39.754547, 39.750723, 39.746975, 39.743778, 39.7475, 39.750735)))"
08031002403,250.404628,65.0088938,1306.197218,2095.47,1270.54,5452.32,3366.02,1230.89,843.16,1291.97,656.11,923.32,1140031.5,1710047.25,1140.03,570.02,1710.05,1846.64,2769.96,1.62,0.19,545,4529,2796,0.37,0.25,0.38,927,635,973,2535,0.62,0.38,1359,824,"list(list(c(-104.987397, -104.987383, -104.985476, -104.981854, -104.977027, -104.973925, -104.97334, -104.973349, -104.973359, -104.978118, -104.978151, -104.97812, -104.978177, -104.981074, -104.98359, -104.985479, -104.9874, -104.987397, 39.748911, 39.75158, 39.753051, 39.755866, 39.759603, 39.762034, 39.762046, 39.75824, 39.754547, 39.754571, 39.75324, 39.750735, 39.7475, 39.747545, 39.747551, 39.747576, 39.747357, 39.748911)))"
08031002602,90.35525823,178.6569879,3343.144555,1137.54,795.69,5924.43,1933.23,236.14,593.65,1103.44,287.61,154.43,287302,385530,287.3,98.23,385.53,451.7,606.13,1.57,0.15,273,2885,1835,0.12,0.31,0.57,214,538,1000,1752,0.59,0.41,975,682,"list(list(c(-104.981074, -104.978177, -104.973383, -104.973387, -104.973412, -104.97991, -104.979892, -104.979884, -104.981074, 39.747545, 39.7475, 39.743778, 39.743248, 39.740029, 39.740021, 39.743263, 39.746178, 39.747545)))"
08031002702,1298.971076,1595.416758,83985.75647,7356.22,3257.42,35007.54,10613.64,1596.2,4358.39,4659.05,1644.27,9027.54,14346807.5,20519449.55,14346.81,6172.64,20519.45,20982.33,30009.87,1.46,0.15,688,6495,4441,0.15,0.41,0.44,653,1783,1906,4342,0.69,0.31,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
08031002801,1089.216016,492.9123251,2777.140173,1853.58,900.55,7218.16,2754.13,381.89,982.44,1389.79,207.86,1214.16,1586255.5,2379383.25,1586.26,793.13,2379.38,2428.32,3642.48,1.53,0.08,148,3002,1961,0.14,0.36,0.5,255,656,928,1839,0.67,0.33,1095,532,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
08031002802,2592.198638,627.5551773,6170.959244,4363.94,1175,11476.91,5538.94,847.3,2667.75,2023.88,548.05,3356.91,5013874.75,7520812.13,5013.87,2506.94,7520.81,6713.83,10070.74,1.34,0.1,300,4060,3032,0.15,0.48,0.37,404,1272,965,2641,0.79,0.21,1831,493,"list(list(c(-104.987525, -104.987497, -104.987435, -104.987423, -104.982969, -104.980305, -104.980278, -104.980299, -104.980387, -104.980383, -104.987575, -104.987525, 39.714779, 39.718358, 39.725637, 39.726943, 39.723163, 39.721486, 39.718323, 39.716522, 39.714728, 39.711118, 39.711157, 39.714779)))"
08031002803,1270.982116,120.5674735,4164.60148,4734.96,2438.87,25113.2,7173.82,854.54,3368.41,2950.87,601.02,5117.2,14168122.75,17796944.63,14168.12,3628.82,17796.94,19979.25,25096.45,1.41,0.08,297,4999,3545,0.12,0.47,0.41,395,1557,1364,3316,0.66,0.34,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
08031003004,125.6483427,830.6751547,28668.76353,1877.49,2053.74,22892.43,3931.23,515.46,1384.9,2030.86,65.57,3215.43,2871689.5,4164919.75,2871.69,1293.23,4164.92,7140.03,10355.46,2.49,0.02,44,6559,2638,0.13,0.35,0.52,316,849,1245,2410,0.48,0.52,767,839,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
08031003101,31.96523179,42.62030905,3533.22362,522.2,422.91,1930.7,945.11,141.89,349.91,453.31,117.21,118.7,116212.5,174318.75,116.21,58.11,174.32,237.4,356.11,2.04,0.12,110,1812,887,0.15,0.37,0.48,118,291,377,786,0.55,0.45,284,230,"list(list(c(-104.973357, -104.959766, -104.959784, -104.964757, -104.964754, -104.968434, -104.968432, -104.973339, -104.973357, 39.750723, 39.750716, 39.746935, 39.746943, 39.746068, 39.746081, 39.747101, 39.746975, 39.750723)))"
08031003201,124.1253614,105.7364189,3985.80327,5136.09,4356.8,26907.62,9492.89,1032.73,4130.94,4329.22,737.61,9348.62,14204635.25,20042529.37,14204.64,5837.89,20042.53,22746.85,32095.46,1.6,0.08,284,5853,3655,0.11,0.44,0.46,375,1500,1572,3447,0.54,0.46,1707,1448,"list(list(c(-104.973008, -104.972991, -104.969688, -104.964766, -104.964773, -104.965006, -104.964491, -104.964619, -104.965881, -104.969461, -104.972935, -104.972979, -104.972978, -104.972999, -104.973008, 39.736875, 39.740038, 39.740025, 39.739999, 39.73682, 39.735404, 39.733456, 39.730484, 39.729093, 39.729085, 39.729078, 39.732049, 39.733708, 39.735157, 39.736875)))"
08031003202,127.5325666,185.8331684,2532.432393,2158.65,1444.54,12592.93,3603.18,642.69,1466.57,1493.92,550.67,2224.93,7861238,9272419.5,7861.24,1411.18,9272.42,12394.36,14619.29,1.58,0.15,335,3456,2192,0.18,0.41,0.41,376,858,874,2108,0.6,0.4,1191,797,"list(list(c(-104.964619, -104.964491, -104.965006, -104.964773, -104.964766, -104.959781, -104.959784, -104.959795, -104.959839, -104.960192, -104.965881, -104.964619, 39.730484, 39.733456, 39.735404, 39.73682, 39.739999, 39.739988, 39.73681, 39.733453, 39.731079, 39.729108, 39.729093, 39.730484)))"
08031003401,89.71811889,24.07071482,733.0626787,954.41,862.42,5816.36,1816.83,114.94,421.88,1280.01,45.15,500.36,3283920,3571749,3283.92,287.83,3571.75,5708.74,6209.1,1.74,0.02,38,2658,1529,0.06,0.23,0.7,88,323,980,1391,0.53,0.47,581,525,"list(list(c(-104.973391, -104.973248, -104.970587, -104.966309, -104.960207, -104.959307, -104.959261, -104.959328, -104.965173, -104.966328, -104.973374, -104.973393, -104.973391, 39.716531, 39.718401, 39.717699, 39.714424, 39.715572, 39.715312, 39.711117, 39.707489, 39.70749, 39.707489, 39.70749, 39.711108, 39.716531)))"
08031003603,43.92875354,52.02089235,1254.281516,725.52,1088.28,4080.75,1813.79,241.27,555.29,1017.23,60.11,550.75,489586.78,734380.17,489.59,244.79,734.38,1101.49,1652.24,2.25,0.03,52,3530,1569,0.13,0.31,0.56,199,458,839,1496,0.4,0.6,404,606,"list(list(c(-104.959758, -104.959763, -104.959752, -104.956104, -104.951183, -104.949914, -104.946262, -104.942711, -104.940495, -104.940508, -104.940508, -104.94058, -104.954945, -104.959766, -104.959758, 39.754466, 39.758228, 39.761991, 39.761984, 39.761962, 39.761953, 39.761934, 39.761716, 39.76196, 39.758294, 39.754664, 39.751036, 39.75115, 39.750716, 39.754466)))"
08031003701,151.1927468,862.2072858,6983.470386,2532.95,1860.78,15025.29,4393.73,737.9,1399.53,2256.3,448.55,3994.29,4735010,7022740.2,4735.01,2287.73,7022.74,8267.16,12261.45,1.75,0.1,215,3677,2106,0.17,0.32,0.51,329,624,1006,1959,0.58,0.42,976,717,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
08031003702,46.30304365,245.1337605,615.5581097,2739.62,1227.46,6801.1,3967.08,879.16,1793.08,1294.84,685.01,1807.1,2108168,3162252,2108.17,1054.08,3162.25,3614.21,5421.31,1.71,0.17,503,4994,2913,0.22,0.45,0.33,607,1238,894,2739,0.69,0.31,1607,720,"list(list(c(-104.959784, -104.959781, -104.95811, -104.954165, -104.95006, -104.94947, -104.949491, -104.949493, -104.954051, -104.954053, -104.959795, -104.959784, 39.73681, 39.739988, 39.740196, 39.740182, 39.740163, 39.74016, 39.736778, 39.732103, 39.732099, 39.733682, 39.733453, 39.73681)))"
08031003703,289.7242376,105.3542682,4927.706454,1440.91,1147.13,7820.16,2588.03,327.6,1163.76,1096.68,270.52,1288.16,1464069,2196103.5,1464.07,732.03,2196.1,2576.32,3864.48,1.76,0.1,194,3266,1856,0.13,0.45,0.42,210,746,703,1659,0.56,0.44,721,574,"list(list(c(-104.949491, -104.94947, -104.940593, -104.940593, -104.940615, -104.940602, -104.949493, -104.949491, 39.736778, 39.74016, 39.740128, 39.736683, 39.734689, 39.732076, 39.732103, 39.736778)))"
08031003800,3890.168869,14659.79426,29486.53504,2976.56,2523.57,21577.05,5500.14,760.41,1338.16,3401.56,549.67,1027.05,2495624.5,3212760.45,2495.62,717.14,3212.76,3574.12,4601.17,1.43,0.1,478,6850,4783,0.14,0.24,0.62,562,989,2514,4065,0.54,0.46,1991,1688,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
08031004003,66.93273891,1382.579388,1610.56903,1152.07,1190.61,8820.48,2342.68,334.99,726.57,1281.12,192.13,386.48,672598.5,869277.15,672.6,196.68,869.28,1321.69,1708.17,1.97,0.08,176,4217,2146,0.14,0.31,0.55,296,642,1132,2070,0.49,0.51,807,834,"list(list(c(-104.940686, -104.94068, -104.94068, -104.938145, -104.936789, -104.931622, -104.930436, -104.926275, -104.925662, -104.923765, -104.918448, -104.920458, -104.931703, -104.940683, -104.940686, 39.66346, 39.66756, 39.668329, 39.668072, 39.667548, 39.667473, 39.667471, 39.667471, 39.667486, 39.66461, 39.653079, 39.65309, 39.653044, 39.653013, 39.66346)))"
08031004005,62.84970597,273.5810731,3730.314901,1663.2,1491.6,12196.54,3154.8,521.08,1451.85,1181.87,563.42,2299.54,2591600.96,3887401.44,2591.6,1295.8,3887.4,4599.08,6898.62,1.77,0.18,332,3299,1859,0.17,0.46,0.37,276,769,626,1671,0.53,0.47,756,678,"list(list(c(-104.959447, -104.950487, -104.947859, -104.94042, -104.940748, -104.940924, -104.950828, -104.956583, -104.959393, -104.959447, 39.684727, 39.68468, 39.684504, 39.682897, 39.678414, 39.678378, 39.678424, 39.678472, 39.678425, 39.684727)))"
08031004006,298.6421845,248.309232,2479.73679,1594.08,1606.32,16297.81,3200.41,639.13,846.89,1714.39,145.04,1726.81,2249268.5,3088673.75,2249.27,839.41,3088.67,4627.15,6353.96,2.06,0.05,107,4857,2361,0.2,0.26,0.54,403,534,1081,2018,0.5,0.5,651,656,"list(list(c(-104.959393, -104.956583, -104.950828, -104.940924, -104.940748, -104.94068, -104.94068, -104.945362, -104.945822, -104.948509, -104.950194, -104.950744, -104.959379, -104.959385, -104.959393, 39.678425, 39.678472, 39.678424, 39.678378, 39.678414, 39.668329, 39.66756, 39.667564, 39.667565, 39.66694, 39.667253, 39.667531, 39.667594, 39.673028, 39.678425)))"
08031004101,5903.595476,117.3427893,1003.679586,1451.26,990.16,5228.02,2441.41,696.03,1084.68,660.7,329.24,639.02,596824.8,895237.2,596.82,298.41,895.24,1278.04,1917.05,2.14,0.13,289,4589,2143,0.29,0.44,0.27,591,921,561,2073,0.59,0.41,897,612,"list(list(c(-104.940507, -104.940483, -104.940487, -104.940506, -104.940323, -104.939882, -104.927034, -104.927002, -104.922274, -104.922289, -104.922306, -104.922291, -104.931853, -104.940495, -104.940507, 39.765654, 39.768099, 39.772886, 39.779951, 39.789103, 39.790994, 39.791054, 39.783778, 39.783776, 39.769236, 39.765611, 39.762006, 39.761999, 39.76196, 39.765654)))"
08031004301,452.1279532,1546.165963,48009.29044,3400.45,1987.25,28389.17,5387.7,1364.04,2198.33,1825.33,813.06,2959.17,7673904,9655606.2,7673.9,1981.7,9655.61,11459.04,14418.21,1.49,0.15,514,5086,3406,0.25,0.41,0.34,757,1220,1013,2990,0.63,0.37,1629,952,"list(list(c(-104.940608, -104.940602, -104.940615, -104.940593, -104.940593, -104.932087, -104.931534, -104.930379, -104.930381, -104.930412, -104.930459, -104.930452, -104.930521, -104.940615, -104.940608, 39.729226, 39.732076, 39.734689, 39.736683, 39.740128, 39.740133, 39.740135, 39.740134, 39.73649, 39.732865, 39.732563, 39.729238, 39.725615, 39.725598, 39.729226)))"
08031004302,94.94544703,131.248118,773.526142,1145.6,1206.17,7433.67,2351.78,192.8,660.48,1498.49,145.19,2109.67,2079554.18,3119331.27,2079.55,1039.78,3119.33,4219.34,6329.01,2.03,0.06,81,2662,1312,0.08,0.28,0.64,101,346,785,1232,0.49,0.51,435,458,"list(list(c(-104.930452, -104.930459, -104.930412, -104.930381, -104.930379, -104.922321, -104.922334, -104.92233, -104.922808, -104.922799, -104.930521, -104.930452, 39.729238, 39.732563, 39.732865, 39.73649, 39.740134, 39.740142, 39.736679, 39.733652, 39.729255, 39.725631, 39.725615, 39.729238)))"
08031004303,27.12680162,140.6574899,944.4145749,625.02,1056.85,4218.72,1681.86,92.49,256.21,1333.16,10.05,19.72,15726.67,23590.01,15.73,7.86,23.59,39.45,59.17,2.51,0.01,10,4199,1674,0.05,0.15,0.79,87,241,1254,1582,0.37,0.63,330,558,"list(list(c(-104.940645, -104.940628, -104.940635, -104.940632, -104.940615, -104.930521, -104.922799, -104.92278, -104.922262, -104.922263, -104.922286, -104.930497, -104.931648, -104.940687, -104.940645, 39.711564, 39.717792, 39.718352, 39.720942, 39.725598, 39.725615, 39.725631, 39.721933, 39.717896, 39.717838, 39.711339, 39.711343, 39.711098, 39.711221, 39.711564)))"
08031004304,274.096252,1276.044736,2158.220068,2333.6,1457.79,13218.81,3791.39,217.57,1193.96,2379.86,43.01,1740.81,1764772.08,2647158.12,1764.77,882.39,2647.16,3481.62,5222.43,1.97,0.01,33,5739,2909,0.06,0.31,0.63,162,889,1772,2823,0.62,0.38,1231,769,"list(list(c(-104.922808, -104.92233, -104.922334, -104.922321, -104.912803, -104.903455, -104.903457, -104.903458, -104.903458, -104.903407, -104.912794, -104.922799, -104.922808, 39.729255, 39.733652, 39.736679, 39.740142, 39.740153, 39.740145, 39.737269, 39.735625, 39.732894, 39.725641, 39.725638, 39.725631, 39.729255)))"
08031004306,202.6548638,21.82436995,1727.242993,1375.9,1346.98,16602.11,2722.88,265.33,765.33,1692.22,103.95,627.11,573761.17,860641.76,573.76,286.88,860.64,1254.22,1881.33,2.19,0.04,93,5325,2436,0.1,0.28,0.62,225,649,1435,2309,0.51,0.49,809,792,"list(list(c(-104.922799, -104.912794, -104.903407, -104.903494, -104.903534, -104.903705, -104.903454, -104.903494, -104.906471, -104.910094, -104.912782, -104.917647, -104.922286, -104.922263, -104.922262, -104.92278, -104.922799, 39.725631, 39.725638, 39.725641, 39.725253, 39.722384, 39.717058, 39.713323, 39.711281, 39.711394, 39.711382, 39.711382, 39.711385, 39.711339, 39.717838, 39.717896, 39.721933, 39.725631)))"
08031004404,79.995745,196.5609734,1215.935324,1726.31,1802.64,15308.9,3528.95,932.63,1558.64,1037.68,302.11,1912.9,1567907.5,2351861.25,1567.91,783.95,2351.86,3825.81,5738.71,2.44,0.09,235,6698,2745,0.26,0.44,0.29,657,1098,731,2486,0.49,0.51,769,803,"list(list(c(-104.903458, -104.903457, -104.903455, -104.89403, -104.884646, -104.884659, -104.88468, -104.884708, -104.891337, -104.903458, -104.903458, 39.735625, 39.737269, 39.740145, 39.740153, 39.740156, 39.737274, 39.735625, 39.732846, 39.732854, 39.732894, 39.735625)))"
08031004405,271.2551114,286.5679,11136.77236,2841.68,2131.74,19635.37,4973.42,623.08,1497.37,2852.97,612.77,1683.37,1570843,2356264.5,1570.84,785.42,2356.26,3366.74,5050.1,2.14,0.12,516,8976,4188,0.13,0.3,0.57,501,1204,2294,3999,0.57,0.43,1497,1123,"list(list(c(-104.903534, -104.903494, -104.903407, -104.903458, -104.891337, -104.884708, -104.884933, -104.886613, -104.881934, -104.879735, -104.87533, -104.87534, -104.87534, -104.874947, -104.87432, -104.870831, -104.870653, -104.875373, -104.879022, -104.884017, -104.885315, -104.892062, -104.892914, -104.903494, -104.903454, -104.903705, -104.903534, 39.722384, 39.725253, 39.725641, 39.732894, 39.732854, 39.732846, 39.730442, 39.729219, 39.72496, 39.725623, 39.725576, 39.720134, 39.719711, 
39.71845, 39.718201, 39.718176, 39.710169, 39.709029, 39.708157, 39.707029, 39.707172, 39.711143, 39.711307, 39.711281, 39.713323, 39.717058, 39.722384)))"
